week,city,channel,spend,impressions,clicks,attributed_conversions
2025-11-03,Berlin,Organic,0.0,23352,887,41
2025-11-03,Berlin,Affiliate,3090.15,113698,2563,178
2025-11-10,Berlin,Google Ads,19477.24,655992,18859,592
2025-11-10,Berlin,Meta,8278.42,326283,6001,229
2025-11-10,Berlin,Email,0.0,12749,570,34
2025-11-10,Berlin,Organic,0.0,17327,611,38
2025-11-10,Berlin,Affiliate,2932.27,96878,3293,164
2025-11-17,Berlin,Google Ads,18658.37,534583,10979,590
2025-11-17,Berlin,Meta,9305.2,327628,5022,216
2025-11-17,Berlin,Email,0.0,10127,542,30
2025-11-17,Berlin,Organic,0.0,15912,589,30
2025-11-17,Berlin,Affiliate,3003.23,111128,3166,218
2025-11-24,Berlin,Google Ads,17309.87,626559,16175,1016
2025-11-24,Berlin,Meta,9326.08,304799,6529,303
2025-11-24,Berlin,Email,0.0,16992,596,35
2025-11-24,Berlin,Organic,0.0,16969,411,31
2025-11-24,Berlin,Affiliate,2573.51,83377,2669,146
2025-12-01,Berlin,Google Ads,20363.58,796972,14445,827
2025-12-01,Berlin,Meta,8657.98,293665,5308,269
2025-12-01,Berlin,Email,0.0,13278,621,35
2025-12-01,Berlin,Organic,0.0,38259,1090,79
2025-12-01,Berlin,Affiliate,2674.27,96640,3244,148
2025-12-08,Berlin,Google Ads,19109.2,561372,12666,650
2025-12-08,Berlin,Meta,8572.79,295180,6881,395
2025-12-08,Berlin,Email,0.0,15162,699,55
2025-12-08,Berlin,Organic,0.0,20197,743,41
2025-12-08,Berlin,Affiliate,3362.71,94571,3153,168
2025-12-15,Berlin,Google Ads,18111.66,656568,11985,709
2025-12-15,Berlin,Meta,9024.95,260292,4979,255
2025-12-15,Berlin,Email,0.0,11154,562,41
2025-12-15,Berlin,Organic,0.0,15806,579,34
2025-12-15,Berlin,Affiliate,2934.68,111184,1745,61
2025-12-22,Berlin,Google Ads,18257.59,539477,17985,1108
2025-12-22,Berlin,Meta,8709.56,320397,6081,256
2025-12-22,Berlin,Email,0.0,17066,881,55
2025-12-22,Berlin,Organic,0.0,18899,680,40
2025-12-22,Berlin,Affiliate,3332.06,114297,2113,113
2024-01-01,Munich,Google Ads,9249.18,276783,5433,230
2024-01-01,Munich,Meta,7992.79,244350,4656,193
2024-01-01,Munich,Email,0.0,14426,778,54
2024-01-01,Munich,Organic,0.0,17757,420,23
2024-01-01,Munich,Affiliate,3247.66,128346,2506,166
2024-01-08,Munich,Google Ads,9525.92,380554,8495,405
2024-01-08,Munich,Meta,7738.75,307742,4725,311
2024-01-08,Munich,Email,0.0,15973,948,91
2024-01-08,Munich,Organic,0.0,16816,554,23
2024-01-08,Munich,Affiliate,3310.28,130624,4409,177
2024-01-15,Munich,Google Ads,9884.66,281610,9819,594
2024-01-15,Munich,Meta,7551.38,242997,5996,297
2024-01-15,Munich,Email,0.0,17261,680,66
2024-01-15,Munich,Organic,0.0,39765,1432,58
2024-01-15,Munich,Affiliate,3855.72,131474,4547,202
2024-01-22,Munich,Google Ads,10343.16,319688,6283,349
2024-01-22,Munich,Meta,7240.57,203457,6382,354
2024-01-22,Munich,Email,0.0,15711,839,56
2024-01-22,Munich,Organic,0.0,19151,674,34
2024-01-22,Munich,Affiliate,3578.55,130204,4391,221
2024-01-29,Munich,Google Ads,8959.93,292224,6725,299
2024-01-29,Munich,Meta,7665.25,234900,6011,273
2024-01-29,Munich,Email,0.0,18412,870,53
2024-01-29,Munich,Organic,0.0,39234,1203,85
2024-01-29,Munich,Affiliate,3696.32,145806,4594,251
2024-02-05,Munich,Google Ads,10206.4,287927,6638,402
2024-02-05,Munich,Meta,7176.61,253263,5384,271
2024-02-05,Munich,Email,0.0,14194,435,25
2024-02-05,Munich,Organic,0.0,28950,653,45
2024-02-05,Munich,Affiliate,3670.74,103949,3076,208
2024-02-12,Munich,Google Ads,9695.37,318182,7920,452
2024-02-12,Munich,Meta,8044.78,225399,5433,175
2024-02-12,Munich,Email,0.0,13886,595,45
2024-02-12,Munich,Organic,0.0,29556,856,50
2024-02-12,Munich,Affiliate,3448.99,106301,2062,61
2024-02-19,Munich,Google Ads,9738.68,383265,8975,418
2024-02-19,Munich,Meta,7664.13,248185,7210,287
2024-02-19,Munich,Email,0.0,14139,625,45
2024-02-19,Munich,Organic,0.0,15806,324,15
2024-02-19,Munich,Affiliate,3608.76,140280,2231,122
2024-02-26,Munich,Google Ads,9476.31,277137,7647,393
2024-02-26,Munich,Meta,7398.98,209053,3511,156
2024-02-26,Munich,Email,0.0,15913,829,50
2024-02-26,Munich,Organic,0.0,36230,1326,105
2024-02-26,Munich,Affiliate,3305.64,98812,3059,127
2024-03-04,Munich,Google Ads,9348.39,361049,12384,541
2024-03-04,Munich,Meta,8220.72,252501,7040,246
2024-03-04,Munich,Email,0.0,10800,430,31
2024-03-04,Munich,Organic,0.0,34430,1044,82
2024-03-04,Munich,Affiliate,3349.95,119992,3577,120
2024-03-11,Munich,Google Ads,9408.71,362552,5873,194
2024-03-11,Munich,Meta,8221.3,305547,5539,217
2024-03-11,Munich,Email,0.0,19553,705,64
2024-03-11,Munich,Organic,0.0,18849,615,39
2024-03-11,Munich,Affiliate,3086.4,93090,1982,125
2024-03-18,Munich,Google Ads,9249.19,367200,11352,772
2024-03-18,Munich,Meta,8124.02,267275,6398,345
2024-03-18,Munich,Email,0.0,17604,635,31
2024-03-18,Munich,Organic,0.0,28508,1034,71
2024-03-18,Munich,Affiliate,3411.18,108653,3060,140
2024-03-25,Munich,Google Ads,10533.15,306997,4669,165
2024-03-25,Munich,Meta,7631.5,273682,9354,643
2024-03-25,Munich,Email,0.0,15194,472,31
2024-03-25,Munich,Organic,0.0,30510,889,50
2024-03-25,Munich,Affiliate,3521.69,125393,2869,90
2024-04-01,Munich,Google Ads,9758.82,353656,9822,334
2024-04-01,Munich,Meta,7947.27,255771,5603,294
2024-04-01,Munich,Email,0.0,9459,370,25
2024-04-01,Munich,Organic,0.0,22206,531,22
2024-04-01,Munich,Affiliate,3561.04,137362,2109,73
2024-04-08,Munich,Google Ads,9587.11,283587,5058,303
2024-04-08,Munich,Meta,7647.33,242030,8155,421
2024-04-08,Munich,Email,0.0,10600,327,20
2024-04-08,Munich,Organic,0.0,33652,937,46
2024-04-08,Munich,Affiliate,3433.08,132065,4098,168
2024-04-15,Munich,Google Ads,9068.12,337048,6236,235
2024-04-15,Munich,Meta,8023.35,250999,6097,211
2024-04-15,Munich,Email,0.0,19220,624,48
2024-04-15,Munich,Organic,0.0,24239,631,33
2024-04-15,Munich,Affiliate,4212.01,128706,3917,132
2024-04-22,Munich,Google Ads,9463.61,350054,10889,664
2024-04-22,Munich,Meta,7332.86,283255,6392,213
2024-04-22,Munich,Email,0.0,10602,528,42
2024-04-22,Munich,Organic,0.0,36764,1054,71
2024-04-22,Munich,Affiliate,3325.19,127155,4407,204
2024-04-29,Munich,Google Ads,9585.76,378280,10495,730
2024-04-29,Munich,Meta,7906.24,305713,8531,480
2024-04-29,Munich,Email,0.0,12096,505,31
2024-04-29,Munich,Organic,0.0,21309,720,46
2024-04-29,Munich,Affiliate,3390.28,98679,2281,126
2024-05-06,Munich,Google Ads,9944.58,278758,9282,602
2024-05-06,Munich,Meta,7825.67,266882,8751,399
2024-05-06,Munich,Email,0.0,8386,380,21
2024-05-06,Munich,Organic,0.0,28238,1023,42
2024-05-06,Munich,Affiliate,3605.31,109753,3770,211
2024-05-13,Munich,Google Ads,9863.85,344626,8908,432
2024-05-13,Munich,Meta,8088.92,299997,9507,453
2024-05-13,Munich,Email,0.0,12986,713,51
2024-05-13,Munich,Organic,0.0,33035,1125,87
2024-05-13,Munich,Affiliate,2964.76,114331,2912,99
2024-05-20,Munich,Google Ads,9488.96,302945,5617,372
2024-05-20,Munich,Meta,7097.45,243298,4776,331
2024-05-20,Munich,Email,0.0,13114,780,60
2024-05-20,Munich,Organic,0.0,28355,863,52
2024-05-20,Munich,Affiliate,3757.8,145279,3406,212
2024-05-27,Munich,Google Ads,9329.33,278970,4247,279
2024-05-27,Munich,Meta,7189.93,235126,8041,267
2024-05-27,Munich,Email,0.0,18992,1133,64
2024-05-27,Munich,Organic,0.0,19651,622,41
2024-05-27,Munich,Affiliate,3553.51,141665,4319,259
2024-06-03,Munich,Google Ads,9848.77,353980,11914,425
2024-06-03,Munich,Meta,7796.28,287857,8579,307
2024-06-03,Munich,Email,0.0,17187,674,48
2024-06-03,Munich,Organic,0.0,23305,791,48
2024-06-03,Munich,Affiliate,3517.95,135883,2761,88
2024-06-10,Munich,Google Ads,9702.18,286359,8014,509
2024-06-10,Munich,Meta,7212.66,267226,9128,549
2024-06-10,Munich,Email,0.0,16936,1014,70
2024-06-10,Munich,Organic,0.0,21375,558,30
2024-06-10,Munich,Affiliate,3593.71,106732,2254,90
2024-06-17,Munich,Google Ads,9291.4,340068,8277,572
2024-06-17,Munich,Meta,8111.3,264933,4547,199
2024-06-17,Munich,Email,0.0,15467,526,29
2024-06-17,Munich,Organic,0.0,35348,869,61
2024-06-17,Munich,Affiliate,3785.93,149211,3822,246
2024-06-24,Munich,Google Ads,9181.86,358674,7882,461
2024-06-24,Munich,Meta,8026.02,263279,5969,362
2024-06-24,Munich,Email,0.0,17714,751,65
2024-06-24,Munich,Organic,0.0,16230,324,14
2024-06-24,Munich,Affiliate,3578.63,128917,3981,134
2024-07-01,Munich,Google Ads,9359.02,366496,11841,563
2024-07-01,Munich,Meta,7345.81,266747,7216,306
2024-07-01,Munich,Email,0.0,9022,337,32
2024-07-01,Munich,Organic,0.0,23756,723,38
2024-07-01,Munich,Affiliate,3049.0,97514,1942,108
2024-07-08,Munich,Google Ads,9611.42,335226,9458,370
2024-07-08,Munich,Meta,7642.26,238242,5871,313
2024-07-08,Munich,Email,0.0,9422,351,21
2024-07-08,Munich,Organic,0.0,30935,823,45
2024-07-08,Munich,Affiliate,3377.53,96015,3191,100
2024-07-15,Munich,Google Ads,8852.14,313875,8019,523
2024-07-15,Munich,Meta,8465.57,337902,11215,645
2024-07-15,Munich,Email,0.0,18189,1022,82
2024-07-15,Munich,Organic,0.0,38336,804,63
2024-07-15,Munich,Affiliate,3338.61,101074,2311,125
2024-07-22,Munich,Google Ads,9193.18,277812,8299,415
2024-07-22,Munich,Meta,7565.47,219710,5659,351
2024-07-22,Munich,Email,0.0,8092,456,27
2024-07-22,Munich,Organic,0.0,22509,856,49
2024-07-22,Munich,Affiliate,3122.36,104463,3052,129
2024-07-29,Munich,Google Ads,9035.3,323288,9372,374
2024-07-29,Munich,Meta,7677.3,282696,8575,327
2024-07-29,Munich,Email,0.0,18012,799,79
2024-07-29,Munich,Organic,0.0,26045,992,72
2024-07-29,Munich,Affiliate,3332.31,124176,2677,148
2024-08-05,Munich,Google Ads,9062.38,336504,6930,286
2024-08-05,Munich,Meta,7829.33,304553,8608,465
2024-08-05,Munich,Email,0.0,10054,387,34
2024-08-05,Munich,Organic,0.0,16803,644,29
2024-08-05,Munich,Affiliate,3430.25,131510,2824,133
2024-08-12,Munich,Google Ads,9121.02,277933,9294,639
2024-08-12,Munich,Meta,8501.98,252987,8510,348
2024-08-12,Munich,Email,0.0,10021,599,36
2024-08-12,Munich,Organic,0.0,16207,639,28
2024-08-12,Munich,Affiliate,3381.52,120416,3328,213
2024-08-19,Munich,Google Ads,9664.21,311510,8443,563
2024-08-19,Munich,Meta,7762.93,287259,7793,367
2024-08-19,Munich,Email,0.0,13063,759,66
2024-08-19,Munich,Organic,0.0,16867,474,24
2024-08-19,Munich,Affiliate,3889.38,140247,3478,175
2024-08-26,Munich,Google Ads,9500.79,333143,6152,306
2024-08-26,Munich,Meta,7944.74,292126,7331,249
2024-08-26,Munich,Email,0.0,8260,291,24
2024-08-26,Munich,Organic,0.0,38786,1269,91
2024-08-26,Munich,Affiliate,3351.87,104426,3484,112
2024-09-02,Munich,Google Ads,9648.65,374283,12860,492
2024-09-02,Munich,Meta,7335.96,247976,5443,275
2024-09-02,Munich,Email,0.0,9899,360,25
2024-09-02,Munich,Organic,0.0,27023,846,50
2024-09-02,Munich,Affiliate,3173.73,115314,2064,70
2024-09-09,Munich,Google Ads,9672.72,373649,6248,414
2024-09-09,Munich,Meta,7498.88,255224,8860,558
2024-09-09,Munich,Email,0.0,19884,1064,97
2024-09-09,Munich,Organic,0.0,22835,607,34
2024-09-09,Munich,Affiliate,3437.89,98889,2520,165
2024-09-16,Munich,Google Ads,10064.77,299111,10411,315
2024-09-16,Munich,Meta,7481.68,212364,3758,150
2024-09-16,Munich,Email,0.0,14716,607,34
2024-09-16,Munich,Organic,0.0,20438,491,34
2024-09-16,Munich,Affiliate,3054.96,112513,3133,102
2024-09-23,Munich,Google Ads,9855.24,304507,4722,321
2024-09-23,Munich,Meta,7706.34,227011,3588,172
2024-09-23,Munich,Email,0.0,13612,569,32
2024-09-23,Munich,Organic,0.0,24468,741,45
2024-09-23,Munich,Affiliate,3114.28,117027,3314,134
2024-09-30,Munich,Google Ads,9728.87,313148,5882,284
2024-09-30,Munich,Meta,7681.62,222219,5708,346
2024-09-30,Munich,Email,0.0,16847,855,50
2024-09-30,Munich,Organic,0.0,38944,1148,76
2024-09-30,Munich,Affiliate,3507.37,137779,2382,83
2024-10-07,Munich,Google Ads,9667.57,383890,11725,547
2024-10-07,Munich,Meta,8174.83,316581,5377,263
2024-10-07,Munich,Email,0.0,9066,442,41
2024-10-07,Munich,Organic,0.0,39179,1166,47
2024-10-07,Munich,Affiliate,3625.55,143335,4885,280
2024-10-14,Munich,Google Ads,9292.92,266936,6894,457
2024-10-14,Munich,Meta,7637.75,297620,7014,259
2024-10-14,Munich,Email,0.0,17668,1038,63
2024-10-14,Munich,Organic,0.0,23635,856,64
2024-10-14,Munich,Affiliate,3615.99,130342,4319,227
2024-10-21,Munich,Google Ads,9730.65,325625,10024,483
2024-10-21,Munich,Meta,7171.7,247961,6051,283
2024-10-21,Munich,Email,0.0,18432,583,52
2024-10-21,Munich,Organic,0.0,37544,1324,68
2024-10-21,Munich,Affiliate,2805.26,97786,1863,85
2024-10-28,Munich,Google Ads,9803.83,291753,6609,399
2024-10-28,Munich,Meta,7855.05,234789,6517,407
2024-10-28,Munich,Email,0.0,8739,342,30
2024-10-28,Munich,Organic,0.0,29317,850,63
2024-10-28,Munich,Affiliate,3456.47,101292,1649,67
2024-11-04,Munich,Google Ads,9403.47,329503,9813,299
2024-11-04,Munich,Meta,7688.44,266737,9078,359
2024-11-04,Munich,Email,0.0,12102,401,37
2024-11-04,Munich,Organic,0.0,32606,858,57
2024-11-04,Munich,Affiliate,3590.64,133299,3944,157
2024-11-11,Munich,Google Ads,8605.64,299846,4528,239
2024-11-11,Munich,Meta,7977.5,227247,4783,287
2024-11-11,Munich,Email,0.0,12552,564,50
2024-11-11,Munich,Organic,0.0,17671,361,25
2024-11-11,Munich,Affiliate,3779.71,115337,2904,191
2024-11-18,Munich,Google Ads,10418.56,360550,7743,472
2024-11-18,Munich,Meta,7617.37,275588,5741,239
2024-11-18,Munich,Email,0.0,13603,775,68
2024-11-18,Munich,Organic,0.0,27904,752,56
2024-11-18,Munich,Affiliate,3233.43,93729,2803,136
2024-11-25,Munich,Google Ads,8782.7,266838,5706,199
2024-11-25,Munich,Meta,7147.92,206914,5523,287
2024-11-25,Munich,Email,0.0,19604,834,55
2024-11-25,Munich,Organic,0.0,23223,663,46
2024-11-25,Munich,Affiliate,3656.99,111330,1898,120
2024-12-02,Munich,Google Ads,9090.33,309556,7248,268
2024-12-02,Munich,Meta,7017.91,277516,5969,410
2024-12-02,Munich,Email,0.0,10582,446,42
2024-12-02,Munich,Organic,0.0,22485,894,48
2024-12-02,Munich,Affiliate,3324.69,113894,2836,147
2024-12-09,Munich,Google Ads,9377.19,272010,8736,473
2024-12-09,Munich,Meta,7446.06,242187,5068,261
2024-12-09,Munich,Email,0.0,17369,1018,94
2024-12-09,Munich,Organic,0.0,33042,1068,68
2024-12-09,Munich,Affiliate,3705.17,119757,3343,217
2024-12-16,Munich,Google Ads,9103.96,287599,8642,405
2024-12-16,Munich,Meta,7329.56,236696,3952,220
2024-12-16,Munich,Email,0.0,18741,874,49
2024-12-16,Munich,Organic,0.0,18131,479,27
2024-12-16,Munich,Affiliate,3816.53,148673,3578,197
2024-12-23,Munich,Google Ads,9389.61,375348,10841,753
2024-12-23,Munich,Meta,7273.17,242591,6242,224
2024-12-23,Munich,Email,0.0,19947,977,78
2024-12-23,Munich,Organic,0.0,15921,424,19
2024-12-23,Munich,Affiliate,3598.68,143634,4434,180
2024-12-30,Munich,Google Ads,9473.19,266032,8871,611
2024-12-30,Munich,Meta,7999.85,303214,8191,269
2024-12-30,Munich,Email,0.0,10561,448,32
2024-12-30,Munich,Organic,0.0,39546,892,68
2024-12-30,Munich,Affiliate,4085.07,137679,4356,267
2025-01-06,Munich,Google Ads,9520.47,346154,11938,624
2025-01-06,Munich,Meta,8144.2,271955,4544,270
2025-01-06,Munich,Email,0.0,8073,331,28
2025-01-06,Munich,Organic,0.0,34687,1039,61
2025-01-06,Munich,Affiliate,3657.1,129032,2119,124
2025-01-13,Munich,Google Ads,9635.56,355691,9811,511
2025-01-13,Munich,Meta,7778.33,227310,7814,444
2025-01-13,Munich,Email,0.0,17924,987,64
2025-01-13,Munich,Organic,0.0,37254,946,58
2025-01-13,Munich,Affiliate,3201.79,95870,2419,151
2025-01-20,Munich,Google Ads,10493.69,373190,7627,319
2025-01-20,Munich,Meta,7603.67,285413,5706,295
2025-01-20,Munich,Email,0.0,14031,538,51
2025-01-20,Munich,Organic,0.0,19393,609,42
2025-01-20,Munich,Affiliate,3531.77,129093,2042,107
2025-01-27,Munich,Google Ads,10193.56,361053,11367,598
2025-01-27,Munich,Meta,7994.42,246309,8145,305
2025-01-27,Munich,Email,0.0,9729,354,23
2025-01-27,Munich,Organic,0.0,34021,1326,62
2025-01-27,Munich,Affiliate,3306.19,94392,2282,159
2025-02-03,Munich,Google Ads,8941.47,270247,4832,210
2025-02-03,Munich,Meta,7843.69,285315,5939,264
2025-02-03,Munich,Email,0.0,16603,695,38
2025-02-03,Munich,Organic,0.0,23997,856,68
2025-02-03,Munich,Affiliate,3231.72,93662,1878,87
2025-02-10,Munich,Google Ads,9770.94,375450,11566,450
2025-02-10,Munich,Meta,7549.46,255103,5726,178
2025-02-10,Munich,Email,0.0,19920,750,61
2025-02-10,Munich,Organic,0.0,25255,886,68
2025-02-10,Munich,Affiliate,3707.53,134526,2510,112
2025-02-17,Munich,Google Ads,9935.45,370315,6356,416
2025-02-17,Munich,Meta,7663.34,245604,7090,314
2025-02-17,Munich,Email,0.0,13579,724,52
2025-02-17,Munich,Organic,0.0,33687,711,46
2025-02-17,Munich,Affiliate,3481.63,108526,2825,119
2025-02-24,Munich,Google Ads,9327.32,273381,5054,161
2025-02-24,Munich,Meta,7491.15,242210,7827,367
2025-02-24,Munich,Email,0.0,14422,860,64
2025-02-24,Munich,Organic,0.0,33507,1336,81
2025-02-24,Munich,Affiliate,3556.54,116424,2952,152
2025-03-03,Munich,Google Ads,9291.81,327178,7033,362
2025-03-03,Munich,Meta,7940.7,316510,6510,431
2025-03-03,Munich,Email,0.0,12014,641,63
2025-03-03,Munich,Organic,0.0,34577,1308,85
2025-03-03,Munich,Affiliate,3539.57,101608,2813,147
2025-03-10,Munich,Google Ads,10012.74,327508,5435,371
2025-03-10,Munich,Meta,8375.24,276805,8314,399
2025-03-10,Munich,Email,0.0,8265,396,24
2025-03-10,Munich,Organic,0.0,36450,1001,76
2025-03-10,Munich,Affiliate,3688.41,111482,1743,83
2025-03-17,Munich,Google Ads,9553.2,365891,8604,351
2025-03-17,Munich,Meta,8038.27,290905,8444,322
2025-03-17,Munich,Email,0.0,15796,646,42
2025-03-17,Munich,Organic,0.0,28035,917,43
2025-03-17,Munich,Affiliate,4219.19,119544,2948,121
2025-03-24,Munich,Google Ads,8946.4,258305,7894,512
2025-03-24,Munich,Meta,8170.81,255773,5445,261
2025-03-24,Munich,Email,0.0,9481,354,26
2025-03-24,Munich,Organic,0.0,26233,898,36
2025-03-24,Munich,Affiliate,3408.16,102056,3217,212
2025-03-31,Munich,Google Ads,9613.71,300822,8598,296
2025-03-31,Munich,Meta,7630.89,247852,3878,118
2025-03-31,Munich,Email,0.0,18041,597,36
2025-03-31,Munich,Organic,0.0,21435,482,35
2025-03-31,Munich,Affiliate,3564.51,135430,4115,279
2025-04-07,Munich,Google Ads,10386.09,350530,8617,264
2025-04-07,Munich,Meta,8355.43,237903,5973,396
2025-04-07,Munich,Email,0.0,10959,558,53
2025-04-07,Munich,Organic,0.0,39491,1202,58
2025-04-07,Munich,Affiliate,3402.06,112345,3180,143
2025-04-14,Munich,Google Ads,9747.46,381216,6479,386
2025-04-14,Munich,Meta,8437.39,301699,7563,277
2025-04-14,Munich,Email,0.0,17806,553,34
2025-04-14,Munich,Organic,0.0,25607,847,36
2025-04-14,Munich,Affiliate,3761.33,111897,2256,145
2025-04-21,Munich,Google Ads,9697.3,276903,6487,381
2025-04-21,Munich,Meta,7470.76,236665,4346,208
2025-04-21,Munich,Email,0.0,17586,767,50
2025-04-21,Munich,Organic,0.0,35182,1336,105
2025-04-21,Munich,Affiliate,3392.74,95916,2005,122
2025-04-28,Munich,Google Ads,10479.56,361212,8259,369
2025-04-28,Munich,Meta,8458.58,283171,7255,266
2025-04-28,Munich,Email,0.0,9860,446,30
2025-04-28,Munich,Organic,0.0,28751,862,65
2025-04-28,Munich,Affiliate,3073.97,98007,2924,137
2025-05-05,Munich,Google Ads,9709.28,302162,5085,272
2025-05-05,Munich,Meta,7571.14,216910,5691,203
2025-05-05,Munich,Email,0.0,18750,803,62
2025-05-05,Munich,Organic,0.0,15753,456,20
2025-05-05,Munich,Affiliate,3274.63,96242,3041,137
2025-05-12,Munich,Google Ads,9942.89,279326,4594,183
2025-05-12,Munich,Meta,8046.62,268404,5404,229
2025-05-12,Munich,Email,0.0,17926,566,56
2025-05-12,Munich,Organic,0.0,38448,1112,63
2025-05-12,Munich,Affiliate,3275.58,104927,3366,109
2025-05-19,Munich,Google Ads,10218.13,390601,8378,285
2025-05-19,Munich,Meta,7154.44,267203,4982,261
2025-05-19,Munich,Email,0.0,15637,776,68
2025-05-19,Munich,Organic,0.0,38290,1202,80
2025-05-19,Munich,Affiliate,3790.91,141517,4494,160
2025-05-26,Munich,Google Ads,10255.11,382402,13219,695
2025-05-26,Munich,Meta,7936.33,284425,7898,360
2025-05-26,Munich,Email,0.0,15397,691,39
2025-05-26,Munich,Organic,0.0,34046,1211,90
2025-05-26,Munich,Affiliate,3639.42,106569,3486,154
2025-06-02,Munich,Google Ads,10150.17,306955,7910,532
2025-06-02,Munich,Meta,7510.45,294647,10107,426
2025-06-02,Munich,Email,0.0,17637,953,86
2025-06-02,Munich,Organic,0.0,35344,1139,54
2025-06-02,Munich,Affiliate,4022.28,158228,5442,181
2025-06-09,Munich,Google Ads,10613.98,421782,10034,666
2025-06-09,Munich,Meta,8065.64,270013,8475,413
2025-06-09,Munich,Email,0.0,12345,438,25
2025-06-09,Munich,Organic,0.0,17968,489,35
2025-06-09,Munich,Affiliate,3141.14,119521,1944,99
2025-06-16,Munich,Google Ads,8985.89,309224,5991,273
2025-06-16,Munich,Meta,7764.35,308105,6236,409
2025-06-16,Munich,Email,0.0,15407,731,53
2025-06-16,Munich,Organic,0.0,17976,614,36
2025-06-16,Munich,Affiliate,3008.17,110659,2847,184
2025-06-23,Munich,Google Ads,9385.84,283990,7136,340
2025-06-23,Munich,Meta,7679.29,253383,5575,330
2025-06-23,Munich,Email,0.0,10224,388,19
2025-06-23,Munich,Organic,0.0,30781,754,51
2025-06-23,Munich,Affiliate,3130.21,115635,1981,115
2025-06-30,Munich,Google Ads,9906.62,327750,10637,514
2025-06-30,Munich,Meta,7839.87,220165,3672,117
2025-06-30,Munich,Email,0.0,18983,642,56
2025-06-30,Munich,Organic,0.0,29499,763,45
2025-06-30,Munich,Affiliate,3212.15,114456,3034,158
2025-07-07,Munich,Google Ads,8667.37,270286,4967,331
2025-07-07,Munich,Meta,7390.13,285208,6316,334
2025-07-07,Munich,Email,0.0,10713,372,19
2025-07-07,Munich,Organic,0.0,31383,1240,72
2025-07-07,Munich,Affiliate,3407.12,106574,1996,86
2025-07-14,Munich,Google Ads,9033.1,308059,10097,435
2025-07-14,Munich,Meta,8033.62,254843,4546,264
2025-07-14,Munich,Email,0.0,12144,682,35
2025-07-14,Munich,Organic,0.0,39169,798,43
2025-07-14,Munich,Affiliate,3392.68,134787,2136,129
2025-07-21,Munich,Google Ads,9395.8,358485,9962,569
2025-07-21,Munich,Meta,7666.18,273498,9429,377
2025-07-21,Munich,Email,0.0,19509,688,48
2025-07-21,Munich,Organic,0.0,30779,1026,41
2025-07-21,Munich,Affiliate,3203.03,110232,2940,167
2025-07-28,Munich,Google Ads,9603.58,292101,7613,375
2025-07-28,Munich,Meta,7633.33,291613,5617,345
2025-07-28,Munich,Email,0.0,10619,358,22
2025-07-28,Munich,Organic,0.0,33286,1123,63
2025-07-28,Munich,Affiliate,3537.38,108659,2609,113
2025-08-04,Munich,Google Ads,9274.33,368259,10523,428
2025-08-04,Munich,Meta,8101.01,273183,5369,315
2025-08-04,Munich,Email,0.0,18730,710,54
2025-08-04,Munich,Organic,0.0,30792,772,49
2025-08-04,Munich,Affiliate,3905.78,151043,2957,165
2025-08-11,Munich,Google Ads,8923.8,318245,6378,208
2025-08-11,Munich,Meta,7766.89,262978,4269,192
2025-08-11,Munich,Email,0.0,10256,464,37
2025-08-11,Munich,Organic,0.0,16195,444,26
2025-08-11,Munich,Affiliate,3703.69,145781,2461,164
2025-08-18,Munich,Google Ads,10175.19,332755,8745,519
2025-08-18,Munich,Meta,7964.28,243334,3674,252
2025-08-18,Munich,Email,0.0,11941,500,26
2025-08-18,Munich,Organic,0.0,24433,900,43
2025-08-18,Munich,Affiliate,3657.43,127150,2396,112
2025-08-25,Munich,Google Ads,10273.52,383602,12081,605
2025-08-25,Munich,Meta,7828.98,289887,7382,251
2025-08-25,Munich,Email,0.0,15652,649,60
2025-08-25,Munich,Organic,0.0,25783,734,34
2025-08-25,Munich,Affiliate,4107.94,118075,3955,145
2025-09-01,Munich,Google Ads,10473.18,335459,10523,582
2025-09-01,Munich,Meta,8892.71,304878,6828,329
2025-09-01,Munich,Email,0.0,16586,502,41
2025-09-01,Munich,Organic,0.0,39454,1272,62
2025-09-01,Munich,Affiliate,3557.36,103343,2459,162
2025-09-08,Munich,Google Ads,9296.08,263213,4989,242
2025-09-08,Munich,Meta,8689.99,255427,7963,372
2025-09-08,Munich,Email,0.0,18738,749,61
2025-09-08,Munich,Organic,0.0,17216,657,51
2025-09-08,Munich,Affiliate,3747.94,148677,3243,187
2025-09-15,Munich,Google Ads,9349.38,360467,11414,423
2025-09-15,Munich,Meta,8394.52,249833,5620,365
2025-09-15,Munich,Email,0.0,8004,249,12
2025-09-15,Munich,Organic,0.0,20466,806,35
2025-09-15,Munich,Affiliate,3408.44,128529,2568,170
2025-09-22,Munich,Google Ads,9773.67,379714,8605,599
2025-09-22,Munich,Meta,7961.1,225096,4081,251
2025-09-22,Munich,Email,0.0,16816,707,67
2025-09-22,Munich,Organic,0.0,33631,744,45
2025-09-22,Munich,Affiliate,3656.41,131043,3544,229
2025-09-29,Munich,Google Ads,9981.78,280286,4772,328
2025-09-29,Munich,Meta,8147.54,298263,4722,291
2025-09-29,Munich,Email,0.0,9498,387,30
2025-09-29,Munich,Organic,0.0,34431,723,31
2025-09-29,Munich,Affiliate,3757.61,128895,2623,151
2025-10-06,Munich,Google Ads,10022.67,376063,8525,347
2025-10-06,Munich,Meta,7656.51,231473,6816,444
2025-10-06,Munich,Email,0.0,8576,379,21
