city,cohort_week,weeks_since_acquisition,cohort_size,active_customers,revenue
Munich,2025-01-20,12,435,111,26297.95
Munich,2025-01-27,0,401,387,80681.09
Munich,2025-01-27,4,401,253,64825.42
Munich,2025-01-27,8,401,156,37684.75
Munich,2025-01-27,12,401,93,23577.43
Munich,2025-02-03,0,419,403,98552.88
Munich,2025-02-03,4,419,254,59982.48
Munich,2025-02-03,8,419,165,37536.38
Munich,2025-02-03,12,419,99,21507.14
Munich,2025-02-10,0,427,408,101553.88
Munich,2025-02-10,4,427,266,71531.98
Munich,2025-02-10,8,427,162,38797.46
Munich,2025-02-10,12,427,99,23708.15
Munich,2025-02-17,0,418,404,92454.65
Munich,2025-02-17,4,418,253,62439.49
Munich,2025-02-17,8,418,157,41984.99
Munich,2025-02-17,12,418,94,21460.67
Munich,2025-02-24,0,430,430,95327.71
Munich,2025-02-24,4,430,285,67330.41
Munich,2025-02-24,8,430,178,43220.44
Munich,2025-02-24,12,430,97,24668.59
Munich,2025-03-03,0,414,406,96075.37
Munich,2025-03-03,4,414,258,63523.82
Munich,2025-03-03,8,414,148,33035.32
Munich,2025-03-03,12,414,94,23130.78
Munich,2025-03-10,0,439,439,109692.24
Munich,2025-03-10,4,439,273,61982.4
Munich,2025-03-10,8,439,169,37228.68
Munich,2025-03-10,12,439,108,25739.43
Munich,2025-03-17,0,451,451,110255.57
Munich,2025-03-17,4,451,274,72455.2
Munich,2025-03-17,8,451,165,39179.58
Munich,2025-03-17,12,451,105,22330.3
Munich,2025-03-24,0,416,416,97271.05
Munich,2025-03-24,4,416,249,60224.91
Munich,2025-03-24,8,416,157,35132.39
Munich,2025-03-24,12,416,93,24264.58
Munich,2025-03-31,0,432,430,101849.38
Munich,2025-03-31,4,432,267,65448.21
Munich,2025-03-31,8,432,158,34334.91
Munich,2025-03-31,12,432,108,26534.7
Munich,2025-04-07,0,430,430,100686.82
Munich,2025-04-07,4,430,258,66639.65
Munich,2025-04-07,8,430,168,39137.09
Munich,2025-04-07,12,430,111,24441.66
Munich,2025-04-14,0,430,430,106540.58
Munich,2025-04-14,4,430,279,66478.67
Munich,2025-04-14,8,430,177,42786.76
Munich,2025-04-14,12,430,105,23033.02
Munich,2025-04-21,0,430,422,103030.22
Munich,2025-04-21,4,430,276,66897.19
Munich,2025-04-21,8,430,169,37524.51
Munich,2025-04-21,12,430,108,24342.74
Munich,2025-04-28,0,444,444,102935.41
Munich,2025-04-28,4,444,262,58618.99
Munich,2025-04-28,8,444,177,40430.93
Munich,2025-04-28,12,444,110,26745.55
Munich,2025-05-05,0,423,398,95185.42
Munich,2025-05-05,4,423,247,59427.7
Munich,2025-05-05,8,423,169,41443.12
Munich,2025-05-05,12,423,108,25890.54
Munich,2025-05-12,0,453,439,102652.98
Munich,2025-05-12,4,453,272,64476.28
Munich,2025-05-12,8,453,178,42825.73
Munich,2025-05-12,12,453,112,27486.74
Munich,2025-05-19,0,452,452,105060.74
Munich,2025-05-19,4,452,288,66927.83
Munich,2025-05-19,8,452,170,40391.59
Munich,2025-05-19,12,452,95,21119.67
Munich,2025-05-26,0,482,453,110562.99
Munich,2025-05-26,4,482,300,69565.08
Munich,2025-05-26,8,482,174,40688.31
Munich,2025-05-26,12,482,109,26132.81
Munich,2025-06-02,0,450,431,100621.16
Munich,2025-06-02,4,450,284,68527.76
Munich,2025-06-02,8,450,166,42788.77
Munich,2025-06-02,12,450,104,23891.25
Munich,2025-06-09,0,441,432,86052.87
Munich,2025-06-09,4,441,287,66626.81
Munich,2025-06-09,8,441,159,39283.12
Munich,2025-06-09,12,441,110,25639.95
Munich,2025-06-16,0,482,482,111268.07
Munich,2025-06-16,4,482,295,69484.01
Munich,2025-06-16,8,482,188,47363.79
Munich,2025-06-16,12,482,107,22743.2
Munich,2025-06-23,0,441,441,102274.45
Munich,2025-06-23,4,441,268,67851.55
Munich,2025-06-23,8,441,172,44313.12
Munich,2025-06-23,12,441,102,22639.18
Munich,2025-06-30,0,454,414,96338.38
Munich,2025-06-30,4,454,273,61689.22
Munich,2025-06-30,8,454,181,43978.14
Munich,2025-06-30,12,454,106,26664.01
Munich,2025-07-07,0,442,427,101397.42
Munich,2025-07-07,4,442,284,59525.49
Munich,2025-07-07,8,442,163,41633.76
Munich,2025-07-07,12,442,105,26362.8
Munich,2025-07-14,0,443,434,105407.69
Munich,2025-07-14,4,443,276,69962.86
Munich,2025-07-14,8,443,168,40111.82
Munich,2025-07-14,12,443,107,27646.99
Munich,2025-07-21,0,460,460,107434.29
Munich,2025-07-21,4,460,285,68186.24
Munich,2025-07-21,8,460,174,42613.81
Munich,2025-07-21,12,460,107,25861.12
Munich,2025-07-28,0,446,446,107499.76
Munich,2025-07-28,4,446,294,66183.07
Munich,2025-07-28,8,446,175,42630.38
Munich,2025-07-28,12,446,100,24080.24
Munich,2025-08-04,0,485,464,114240.17
Munich,2025-08-04,4,485,301,70314.39
Munich,2025-08-04,8,485,195,47720.21
Munich,2025-08-04,12,485,121,28071.51
Munich,2025-08-11,0,472,472,107854.37
Munich,2025-08-11,4,472,282,66717.23
Munich,2025-08-11,8,472,175,42733.35
Munich,2025-08-11,12,472,116,27691.81
Munich,2025-08-18,0,442,428,102458.56
Munich,2025-08-18,4,442,265,59500.92
Munich,2025-08-18,8,442,160,35264.41
Munich,2025-08-18,12,442,104,22106.59
Munich,2025-08-25,0,477,455,117835.66
Munich,2025-08-25,4,477,284,67315.55
Munich,2025-08-25,8,477,182,40161.71
Munich,2025-08-25,12,477,104,25817.12
Munich,2025-09-01,0,459,444,100401.02
Munich,2025-09-01,4,459,296,69688.65
Munich,2025-09-01,8,459,177,43852.92
Munich,2025-09-01,12,459,107,24865.46
Munich,2025-09-08,0,441,419,92016.85
Munich,2025-09-08,4,441,263,58537.23
Munich,2025-09-08,8,441,171,40300.51
Munich,2025-09-08,12,441,100,23279.68
Munich,2025-09-15,0,463,453,116000.97
Munich,2025-09-15,4,463,298,67779.67
Munich,2025-09-15,8,463,173,41707.35
Munich,2025-09-15,12,463,107,24742.64
Munich,2025-09-22,0,438,436,106572.63
Munich,2025-09-22,4,438,279,63886.27
Munich,2025-09-22,8,438,166,37654.58
Munich,2025-09-22,12,438,97,23167.98
Munich,2025-09-29,0,427,417,99612.68
Munich,2025-09-29,4,427,261,59236.11
Munich,2025-09-29,8,427,169,36739.7
Munich,2025-09-29,12,427,96,23340.72
Munich,2025-10-06,0,436,436,103877.97
Munich,2025-10-06,4,436,264,66256.71
Munich,2025-10-06,8,436,166,38219.03
Munich,2025-10-13,0,421,410,91498.61
Munich,2025-10-13,4,421,270,62773.75
Munich,2025-10-13,8,421,160,37957.62
Munich,2025-10-20,0,455,455,111950.37
Munich,2025-10-20,4,455,266,63897.8
Munich,2025-10-20,8,455,187,44291.68
Munich,2025-10-27,0,448,435,96096.09
Munich,2025-10-27,4,448,277,60738.77
Munich,2025-10-27,8,448,167,45028.29
Munich,2025-11-03,0,448,448,104433.7
Munich,2025-11-03,4,448,286,68525.59
Munich,2025-11-10,0,444,441,98723.04
Munich,2025-11-10,4,444,248,57886.42
Munich,2025-11-17,0,439,439,100678.2
Munich,2025-11-17,4,439,277,63568.09
Munich,2025-11-24,0,427,418,102153.01
Munich,2025-11-24,4,427,270,66664.93
Munich,2025-12-01,0,422,411,97025.98
Munich,2025-12-08,0,441,437,100177.93
Munich,2025-12-15,0,450,450,117402.81
Munich,2025-12-22,0,429,401,97118.63
Hamburg,2024-01-01,0,387,387,101725.67
Hamburg,2024-01-01,4,387,220,55491.83
Hamburg,2024-01-01,8,387,159,38407.24
Hamburg,2024-01-01,12,387,92,22401.71
Hamburg,2024-01-08,0,350,328,81070.02
Hamburg,2024-01-08,4,350,197,51763.21
Hamburg,2024-01-08,8,350,135,33729.87
Hamburg,2024-01-08,12,350,82,21926.98
Hamburg,2024-01-15,0,378,362,90923.36
Hamburg,2024-01-15,4,378,238,60427.87
Hamburg,2024-01-15,8,378,147,38222.79
Hamburg,2024-01-15,12,378,93,23845.84
Hamburg,2024-01-22,0,352,337,78634.28
Hamburg,2024-01-22,4,352,239,62684.28
Hamburg,2024-01-22,8,352,136,31619.34
Hamburg,2024-01-22,12,352,86,19724.71
Hamburg,2024-01-29,0,392,391,103655.36
Hamburg,2024-01-29,4,392,230,57624.19
Hamburg,2024-01-29,8,392,147,39523.36
Hamburg,2024-01-29,12,392,97,25064.95
Hamburg,2024-02-05,0,375,371,91500.61
Hamburg,2024-02-05,4,375,238,56687.48
Hamburg,2024-02-05,8,375,142,38738.7
Hamburg,2024-02-05,12,375,87,23159.62
Hamburg,2024-02-12,0,373,366,90217.12
Hamburg,2024-02-12,4,373,249,59296.21
Hamburg,2024-02-12,8,373,136,34213.32
Hamburg,2024-02-12,12,373,100,23408.16
Hamburg,2024-02-19,0,388,379,87773.38
Hamburg,2024-02-19,4,388,258,65589.67
Hamburg,2024-02-19,8,388,155,41141.78
Hamburg,2024-02-19,12,388,102,25410.36
Hamburg,2024-02-26,0,372,360,85498.73
Hamburg,2024-02-26,4,372,241,59497.77
Hamburg,2024-02-26,8,372,144,35516.79
Hamburg,2024-02-26,12,372,95,25426.7
Hamburg,2024-03-04,0,346,334,94161.87
Hamburg,2024-03-04,4,346,212,51813.38
Hamburg,2024-03-04,8,346,132,31984.94
Hamburg,2024-03-04,12,346,83,21822.18
Hamburg,2024-03-11,0,389,389,99545.61
Hamburg,2024-03-11,4,389,246,63118.13
Hamburg,2024-03-11,8,389,141,34002.68
Hamburg,2024-03-11,12,389,94,24210.86
Hamburg,2024-03-18,0,379,379,96237.53
Hamburg,2024-03-18,4,379,238,62127.38
Hamburg,2024-03-18,8,379,149,40609.44
Hamburg,2024-03-18,12,379,96,23196.67
Hamburg,2024-03-25,0,369,367,99552.0
Hamburg,2024-03-25,4,369,223,51839.47
Hamburg,2024-03-25,8,369,145,38581.06
Hamburg,2024-03-25,12,369,95,24009.21
Hamburg,2024-04-01,0,368,368,91846.86
Hamburg,2024-04-01,4,368,226,57103.1
Hamburg,2024-04-01,8,368,143,37137.52
Hamburg,2024-04-01,12,368,85,21969.82
Hamburg,2024-04-08,0,406,382,93358.35
Hamburg,2024-04-08,4,406,260,63928.32
Hamburg,2024-04-08,8,406,165,41940.09
Hamburg,2024-04-08,12,406,106,25524.93
Hamburg,2024-04-15,0,408,401,99219.94
Hamburg,2024-04-15,4,408,249,57415.22
Hamburg,2024-04-15,8,408,171,42770.45
Hamburg,2024-04-15,12,408,98,25244.85
Hamburg,2024-04-22,0,408,390,89867.9
Hamburg,2024-04-22,4,408,266,62574.11
Hamburg,2024-04-22,8,408,170,44259.39
Hamburg,2024-04-22,12,408,101,27927.84
Hamburg,2024-04-29,0,419,417,96127.23
Hamburg,2024-04-29,4,419,269,67738.76
Hamburg,2024-04-29,8,419,168,41856.5
Hamburg,2024-04-29,12,419,107,27552.06
Hamburg,2024-05-06,0,417,400,101241.37
Hamburg,2024-05-06,4,417,266,68051.53
Hamburg,2024-05-06,8,417,161,39704.53
Hamburg,2024-05-06,12,417,97,26060.79
Hamburg,2024-05-13,0,404,392,100868.4
Hamburg,2024-05-13,4,404,252,59320.82
Hamburg,2024-05-13,8,404,155,38120.09
Hamburg,2024-05-13,12,404,99,26358.41
Hamburg,2024-05-20,0,411,395,108598.33
Hamburg,2024-05-20,4,411,265,61421.83
Hamburg,2024-05-20,8,411,163,41097.87
Hamburg,2024-05-20,12,411,97,23878.11
Hamburg,2024-05-27,0,417,402,98196.52
Hamburg,2024-05-27,4,417,272,70946.82
Hamburg,2024-05-27,8,417,169,43852.91
Hamburg,2024-05-27,12,417,101,24050.74
Hamburg,2024-06-03,0,420,420,101986.16
Hamburg,2024-06-03,4,420,274,69195.51
Hamburg,2024-06-03,8,420,166,40774.82
Hamburg,2024-06-03,12,420,114,24702.68
Hamburg,2024-06-10,0,412,401,92340.76
Hamburg,2024-06-10,4,412,249,61626.67
Hamburg,2024-06-10,8,412,164,40097.9
Hamburg,2024-06-10,12,412,99,25226.4
Hamburg,2024-06-17,0,404,404,108808.96
Hamburg,2024-06-17,4,404,257,61757.86
Hamburg,2024-06-17,8,404,162,44773.77
Hamburg,2024-06-17,12,404,100,24346.47
Hamburg,2024-06-24,0,410,410,103614.9
Hamburg,2024-06-24,4,410,261,61334.95
Hamburg,2024-06-24,8,410,164,40828.47
Hamburg,2024-06-24,12,410,102,22476.81
Hamburg,2024-07-01,0,406,385,92317.74
Hamburg,2024-07-01,4,406,256,61939.59
Hamburg,2024-07-01,8,406,158,38491.31
Hamburg,2024-07-01,12,406,106,25728.17
Hamburg,2024-07-08,0,414,396,97355.92
Hamburg,2024-07-08,4,414,268,65291.34
Hamburg,2024-07-08,8,414,150,40564.96
Hamburg,2024-07-08,12,414,102,24467.96
Hamburg,2024-07-15,0,381,381,93459.65
Hamburg,2024-07-15,4,381,244,61618.32
Hamburg,2024-07-15,8,381,153,40200.39
Hamburg,2024-07-15,12,381,88,22639.34
Hamburg,2024-07-22,0,412,404,98718.94
Hamburg,2024-07-22,4,412,279,66566.21
Hamburg,2024-07-22,8,412,168,38686.06
Hamburg,2024-07-22,12,412,102,25791.3
Hamburg,2024-07-29,0,398,398,88337.7
Hamburg,2024-07-29,4,398,237,64138.48
Hamburg,2024-07-29,8,398,157,36868.38
Hamburg,2024-07-29,12,398,90,22155.12
Hamburg,2024-08-05,0,397,397,95426.05
Hamburg,2024-08-05,4,397,264,65532.64
Hamburg,2024-08-05,8,397,152,39152.27
Hamburg,2024-08-05,12,397,98,25290.05
Hamburg,2024-08-12,0,405,405,100161.18
Hamburg,2024-08-12,4,405,249,65314.56
Hamburg,2024-08-12,8,405,161,40808.94
Hamburg,2024-08-12,12,405,101,26007.66
Hamburg,2024-08-19,0,398,398,101049.41
Hamburg,2024-08-19,4,398,233,55867.36
Hamburg,2024-08-19,8,398,162,39780.1
Hamburg,2024-08-19,12,398,99,24320.57
Hamburg,2024-08-26,0,400,400,99843.76
Hamburg,2024-08-26,4,400,259,63762.68
Hamburg,2024-08-26,8,400,169,41720.33
Hamburg,2024-08-26,12,400,96,25631.23
Hamburg,2024-09-02,0,415,397,104962.35
Hamburg,2024-09-02,4,415,259,64200.89
Hamburg,2024-09-02,8,415,155,35568.35
Hamburg,2024-09-02,12,415,100,28085.56
Hamburg,2024-09-09,0,392,391,102543.23
Hamburg,2024-09-09,4,392,240,63451.21
Hamburg,2024-09-09,8,392,158,39848.22
Hamburg,2024-09-09,12,392,97,24072.47
Hamburg,2024-09-16,0,413,413,107857.1
Hamburg,2024-09-16,4,413,244,62390.94
Hamburg,2024-09-16,8,413,165,45089.35
Hamburg,2024-09-16,12,413,101,26802.91
Hamburg,2024-09-23,0,377,374,96770.27
Hamburg,2024-09-23,4,377,223,56831.93
Hamburg,2024-09-23,8,377,155,41307.85
Hamburg,2024-09-23,12,377,93,23709.58
Hamburg,2024-09-30,0,388,382,94064.95
Hamburg,2024-09-30,4,388,255,63492.69
Hamburg,2024-09-30,8,388,155,38164.11
Hamburg,2024-09-30,12,388,97,23204.01
Hamburg,2024-10-07,0,402,402,107046.36
Hamburg,2024-10-07,4,402,258,65258.47
Hamburg,2024-10-07,8,402,182,48336.53
Hamburg,2024-10-07,12,402,100,24384.18
Hamburg,2024-10-14,0,392,391,99278.96
Hamburg,2024-10-14,4,392,245,62133.14
Hamburg,2024-10-14,8,392,148,36998.33
Hamburg,2024-10-14,12,392,101,25736.19
Hamburg,2024-10-21,0,375,349,96199.77
Hamburg,2024-10-21,4,375,217,53698.55
Hamburg,2024-10-21,8,375,155,41572.34
Hamburg,2024-10-21,12,375,94,22450.25
Hamburg,2024-10-28,0,382,382,104350.94
Hamburg,2024-10-28,4,382,243,64409.75
Hamburg,2024-10-28,8,382,147,37316.53
Hamburg,2024-10-28,12,382,96,23565.7
Hamburg,2024-11-04,0,395,367,95370.84
Hamburg,2024-11-04,4,395,264,68496.5
Hamburg,2024-11-04,8,395,160,39138.3
Hamburg,2024-11-04,12,395,101,24552.82
Hamburg,2024-11-11,0,379,379,85399.92
Hamburg,2024-11-11,4,379,246,60014.98
Hamburg,2024-11-11,8,379,156,38148.87
Hamburg,2024-11-11,12,379,94,24175.41
Hamburg,2024-11-18,0,396,396,103750.79
Hamburg,2024-11-18,4,396,250,59593.02
Hamburg,2024-11-18,8,396,162,39384.58
Hamburg,2024-11-18,12,396,92,21120.96
Hamburg,2024-11-25,0,369,369,92587.02
Hamburg,2024-11-25,4,369,224,54650.71
Hamburg,2024-11-25,8,369,146,36038.16
Hamburg,2024-11-25,12,369,96,26043.2
Hamburg,2024-12-02,0,393,367,91580.23
Hamburg,2024-12-02,4,393,250,59906.87
Hamburg,2024-12-02,8,393,152,35711.45
Hamburg,2024-12-02,12,393,98,23617.67
Hamburg,2024-12-09,0,368,361,89212.22
Hamburg,2024-12-09,4,368,228,57940.02
Hamburg,2024-12-09,8,368,140,35483.13
Hamburg,2024-12-09,12,368,87,20984.14
Hamburg,2024-12-16,0,383,352,96775.7
Hamburg,2024-12-16,4,383,259,67069.89
Hamburg,2024-12-16,8,383,146,37186.97
Hamburg,2024-12-16,12,383,99,23807.31
Hamburg,2024-12-23,0,398,359,97629.17
Hamburg,2024-12-23,4,398,266,71094.11
Hamburg,2024-12-23,8,398,159,41818.63
Hamburg,2024-12-23,12,398,98,22382.74
Hamburg,2024-12-30,0,397,377,89990.01
Hamburg,2024-12-30,4,397,249,63209.02
Hamburg,2024-12-30,8,397,160,38148.49
Hamburg,2024-12-30,12,397,105,26579.64
Hamburg,2025-01-06,0,417,417,111735.79
Hamburg,2025-01-06,4,417,255,68887.75
Hamburg,2025-01-06,8,417,163,43019.1
Hamburg,2025-01-06,12,417,107,28333.68
Hamburg,2025-01-13,0,400,400,104332.49
Hamburg,2025-01-13,4,400,259,62629.58
Hamburg,2025-01-13,8,400,145,31946.3
Hamburg,2025-01-13,12,400,94,23280.81
Hamburg,2025-01-20,0,371,359,93896.13
Hamburg,2025-01-20,4,371,233,62064.37
Hamburg,2025-01-20,8,371,142,31007.78
Hamburg,2025-01-20,12,371,83,20270.12
Hamburg,2025-01-27,0,398,388,98712.23
Hamburg,2025-01-27,4,398,238,57737.4
Hamburg,2025-01-27,8,398,162,40181.44
Hamburg,2025-01-27,12,398,101,26227.48
Hamburg,2025-02-03,0,402,373,89325.28
Hamburg,2025-02-03,4,402,241,65382.94
Hamburg,2025-02-03,8,402,152,38713.57
Hamburg,2025-02-03,12,402,98,23573.44
Hamburg,2025-02-10,0,371,371,90605.83
Hamburg,2025-02-10,4,371,245,59213.61
Hamburg,2025-02-10,8,371,156,41185.47
Hamburg,2025-02-10,12,371,92,21762.15
Hamburg,2025-02-17,0,384,384,92422.44
Hamburg,2025-02-17,4,384,225,58372.45
Hamburg,2025-02-17,8,384,155,38315.49
Hamburg,2025-02-17,12,384,89,22637.85
Hamburg,2025-02-24,0,410,407,92557.12
Hamburg,2025-02-24,4,410,241,59036.87
Hamburg,2025-02-24,8,410,172,44623.04
Hamburg,2025-02-24,12,410,109,28361.99
Hamburg,2025-03-03,0,391,391,97660.37
Hamburg,2025-03-03,4,391,238,61923.74
Hamburg,2025-03-03,8,391,160,36221.74
Hamburg,2025-03-03,12,391,93,22317.29
Hamburg,2025-03-10,0,396,380,95597.29
Hamburg,2025-03-10,4,396,251,70825.6
Hamburg,2025-03-10,8,396,150,38514.72
Hamburg,2025-03-10,12,396,94,25792.72
Hamburg,2025-03-17,0,399,396,100376.64
Hamburg,2025-03-17,4,399,243,58952.18
Hamburg,2025-03-17,8,399,159,37943.29
Hamburg,2025-03-17,12,399,98,24525.87
Hamburg,2025-03-24,0,421,402,102337.81
Hamburg,2025-03-24,4,421,264,67692.27
Hamburg,2025-03-24,8,421,166,40599.94
Hamburg,2025-03-24,12,421,102,27306.34
Hamburg,2025-03-31,0,409,374,92840.8
Hamburg,2025-03-31,4,409,251,68259.84
Hamburg,2025-03-31,8,409,155,39841.6
Hamburg,2025-03-31,12,409,106,26181.91
Hamburg,2025-04-07,0,425,415,91659.33
Hamburg,2025-04-07,4,425,255,65080.51
Hamburg,2025-04-07,8,425,165,39867.64
Hamburg,2025-04-07,12,425,111,29318.24
Hamburg,2025-04-14,0,384,384,100701.66
Hamburg,2025-04-14,4,384,254,65205.29
Hamburg,2025-04-14,8,384,148,35908.79
Hamburg,2025-04-14,12,384,96,26148.18
Hamburg,2025-04-21,0,404,404,95604.79
Hamburg,2025-04-21,4,404,276,66016.45
Hamburg,2025-04-21,8,404,157,36362.35
Hamburg,2025-04-21,12,404,95,24519.49
Hamburg,2025-04-28,0,427,427,107352.58
Hamburg,2025-04-28,4,427,281,71300.02
Hamburg,2025-04-28,8,427,170,41841.5
Hamburg,2025-04-28,12,427,108,29077.05
Hamburg,2025-05-05,0,397,397,100955.5
Hamburg,2025-05-05,4,397,271,65818.4
Hamburg,2025-05-05,8,397,157,38311.45
Hamburg,2025-05-05,12,397,98,21343.17
Hamburg,2025-05-12,0,415,395,99244.06
Hamburg,2025-05-12,4,415,261,64392.06
Hamburg,2025-05-12,8,415,159,41907.77
Hamburg,2025-05-12,12,415,100,25284.62
Hamburg,2025-05-19,0,398,396,101857.48
Hamburg,2025-05-19,4,398,241,56644.32
Hamburg,2025-05-19,8,398,167,42496.33
Hamburg,2025-05-19,12,398,98,26052.06
Hamburg,2025-05-26,0,415,415,99640.93
Hamburg,2025-05-26,4,415,275,62151.81
Hamburg,2025-05-26,8,415,163,41768.32
Hamburg,2025-05-26,12,415,101,25987.61
Hamburg,2025-06-02,0,428,428,105646.94
Hamburg,2025-06-02,4,428,267,63781.83
Hamburg,2025-06-02,8,428,170,42255.77
Hamburg,2025-06-02,12,428,103,26325.91
Hamburg,2025-06-09,0,422,422,98185.42
Hamburg,2025-06-09,4,422,271,67575.96
Hamburg,2025-06-09,8,422,168,39928.77
Hamburg,2025-06-09,12,422,98,23840.6
Hamburg,2025-06-16,0,442,442,104085.29
Hamburg,2025-06-16,4,442,284,69305.18
Hamburg,2025-06-16,8,442,172,42458.98
Hamburg,2025-06-16,12,442,112,27714.89
Hamburg,2025-06-23,0,415,401,96931.6
Hamburg,2025-06-23,4,415,263,69528.52
Hamburg,2025-06-23,8,415,168,44794.53
Hamburg,2025-06-23,12,415,101,24310.8
Hamburg,2025-06-30,0,444,417,110293.57
Hamburg,2025-06-30,4,444,256,61772.12
Hamburg,2025-06-30,8,444,163,38523.77
Hamburg,2025-06-30,12,444,109,26710.74
Hamburg,2025-07-07,0,452,440,108436.64
Hamburg,2025-07-07,4,452,283,68337.11
Hamburg,2025-07-07,8,452,170,40519.37
Hamburg,2025-07-07,12,452,105,25695.89
Hamburg,2025-07-14,0,419,401,103907.99
Hamburg,2025-07-14,4,419,259,69574.79
Hamburg,2025-07-14,8,419,172,42022.12
Hamburg,2025-07-14,12,419,110,25827.87
Hamburg,2025-07-21,0,443,437,116959.39
Hamburg,2025-07-21,4,443,275,71573.36
Hamburg,2025-07-21,8,443,176,43749.44
Hamburg,2025-07-21,12,443,112,28213.55
Hamburg,2025-07-28,0,426,426,110762.46
Hamburg,2025-07-28,4,426,273,74225.92
Hamburg,2025-07-28,8,426,170,41995.5
Hamburg,2025-07-28,12,426,104,26428.6
Hamburg,2025-08-04,0,440,440,107928.67
Hamburg,2025-08-04,4,440,287,75446.43
Hamburg,2025-08-04,8,440,158,42882.97
Hamburg,2025-08-04,12,440,101,26605.95
Hamburg,2025-08-11,0,411,408,94833.01
Hamburg,2025-08-11,4,411,239,59222.02
Hamburg,2025-08-11,8,411,168,43970.02
Hamburg,2025-08-11,12,411,104,25224.01
Hamburg,2025-08-18,0,416,403,90028.97
Hamburg,2025-08-18,4,416,272,63522.24
Hamburg,2025-08-18,8,416,167,38795.74
Hamburg,2025-08-18,12,416,99,21791.44
Hamburg,2025-08-25,0,425,425,103888.33
Hamburg,2025-08-25,4,425,276,69082.65
Hamburg,2025-08-25,8,425,156,38332.44
Hamburg,2025-08-25,12,425,104,26391.36
Hamburg,2025-09-01,0,427,427,112743.39
Hamburg,2025-09-01,4,427,273,67167.38
Hamburg,2025-09-01,8,427,159,40197.16
Hamburg,2025-09-01,12,427,112,28170.67
Hamburg,2025-09-08,0,429,429,109544.82
Hamburg,2025-09-08,4,429,266,66791.15
Hamburg,2025-09-08,8,429,179,45056.09
Hamburg,2025-09-08,12,429,107,26029.34
Hamburg,2025-09-15,0,403,403,100917.1
Hamburg,2025-09-15,4,403,257,63880.57
Hamburg,2025-09-15,8,403,162,41023.47
Hamburg,2025-09-15,12,403,92,22821.37
Hamburg,2025-09-22,0,432,418,103874.09
Hamburg,2025-09-22,4,432,285,77265.28
Hamburg,2025-09-22,8,432,171,42337.41
Hamburg,2025-09-22,12,432,112,25190.64
Hamburg,2025-09-29,0,417,416,100328.84
Hamburg,2025-09-29,4,417,254,60245.62
Hamburg,2025-09-29,8,417,168,42459.16
Hamburg,2025-09-29,12,417,103,26852.3
Hamburg,2025-10-06,0,428,415,115969.23
Hamburg,2025-10-06,4,428,248,64871.38
Hamburg,2025-10-06,8,428,171,45599.12
Hamburg,2025-10-13,0,410,410,106608.17
Hamburg,2025-10-13,4,410,252,63719.65
Hamburg,2025-10-13,8,410,161,39651.0
Hamburg,2025-10-20,0,381,381,107683.98
Hamburg,2025-10-20,4,381,231,60096.07
Hamburg,2025-10-20,8,381,140,37710.9
Hamburg,2025-10-27,0,376,376,90681.47
Hamburg,2025-10-27,4,376,241,63662.34
Hamburg,2025-10-27,8,376,155,36601.49
Hamburg,2025-11-03,0,405,404,105541.81
Hamburg,2025-11-03,4,405,235,57137.4
Hamburg,2025-11-10,0,426,426,99396.95
Hamburg,2025-11-10,4,426,275,67962.57
Hamburg,2025-11-17,0,416,382,85831.97
Hamburg,2025-11-17,4,416,266,68429.3
Hamburg,2025-11-24,0,392,392,87298.14
Hamburg,2025-11-24,4,392,243,61394.54
Hamburg,2025-12-01,0,403,403,96415.06
Hamburg,2025-12-08,0,398,398,95131.81
Hamburg,2025-12-15,0,400,384,89691.6
Hamburg,2025-12-22,0,412,412,103023.58
Cologne,2024-01-01,0,306,298,59198.71
Cologne,2024-01-01,4,306,161,33853.6
Cologne,2024-01-01,8,306,94,18368.27
Cologne,2024-01-01,12,306,55,9990.65
Cologne,2024-01-08,0,272,262,51845.02
Cologne,2024-01-08,4,272,151,31381.11
Cologne,2024-01-08,8,272,85,16418.84
Cologne,2024-01-08,12,272,47,9458.23
Cologne,2024-01-15,0,288,280,52149.78
Cologne,2024-01-15,4,288,161,29973.16
Cologne,2024-01-15,8,288,92,19161.73
Cologne,2024-01-15,12,288,48,8923.38
Cologne,2024-01-22,0,305,305,60341.91
Cologne,2024-01-22,4,305,169,32314.21
Cologne,2024-01-22,8,305,97,21201.14
Cologne,2024-01-22,12,305,51,9087.93
Cologne,2024-01-29,0,280,265,57434.2
Cologne,2024-01-29,4,280,152,28065.85
Cologne,2024-01-29,8,280,85,15285.63
Cologne,2024-01-29,12,280,48,9130.54
Cologne,2024-02-05,0,304,278,55698.38
Cologne,2024-02-05,4,304,182,33865.69
Cologne,2024-02-05,8,304,93,18309.96
Cologne,2024-02-05,12,304,51,10077.89
Cologne,2024-02-12,0,305,305,62518.08
Cologne,2024-02-12,4,305,161,32307.06
Cologne,2024-02-12,8,305,86,17317.72
Cologne,2024-02-12,12,305,54,11212.3
Cologne,2024-02-19,0,300,300,57281.71
Cologne,2024-02-19,4,300,156,30486.13
Cologne,2024-02-19,8,300,93,19106.01
Cologne,2024-02-19,12,300,51,10773.73
Cologne,2024-02-26,0,329,329,66385.51
Cologne,2024-02-26,4,329,176,33366.89
Cologne,2024-02-26,8,329,102,22100.13
Cologne,2024-02-26,12,329,54,10251.72
